
AMiRo LightRing 1.0
115,57,3655.31054,-2229,FFFFF74B,8301.66406
BOOL 2K 
117,58,3719.43896,-1573,FFFFF9DB,4872.04931
BOOL 2K 
119,59,3783.56713,-1514,FFFFFA16,4866.85498
BOOL 2K 
121,60,3847.69531,-1873,FFFFF8AF,9129.45214
BOOL 2K 
123,61,3911.82373,-1898,FFFFF896,4846.55566
BOOL 2K 
125,62,3975.95190,-1438,FFFFFA62,6306.44482
BOOL 2K 
BOOL 4K 
127,63,4040.08007,-929,FFFFFC5F,8993.70410
BOOL 2K 
BOOL 4K 
129,64,4104.20849,-776,FFFFFCF8,6402.09619
BOOL 2K 
BOOL 4K 
131,65,4168.33691,-1055,FFFFFBE1,15513.47363
BOOL 2K 
BOOL 4K 
133,66,4232.46484,-1365,FFFFFAAB,7564.21875
BOOL 2K 
BOOL 4K 
135,67,4296.59326,-1399,FFFFFA89,11570.66308
BOOL 2K 
BOOL 4K 
137,68,4360.72167,-1452,FFFFFA54,6861.92871
BOOL 2K 
BOOL 4K 
139,69,4424.84960,-1839,FFFFF8D1,11278.05957
BOOL 2K 
BOOL 4K 
141,70,4488.97802,-2426,FFFFF686,19724.72851
BOOL 2K 
BOOL 4K 
143,71,4553.10644,-2758,FFFFF53A,21233.21484
BOOL 2K 
BOOL 4K 
145,72,4617.23437,-2438,FFFFF67A,10132.48730
BOOL 2K 
BOOL 4K 
147,73,4681.36279,-1669,FFFFF97B,18716.48242
BOOL 2K 
BOOL 4K 
149,74,4745.49121,-1118,FFFFFBA2,17692.94335
BOOL 2K 
BOOL 4K 
151,75,4809.61914,-1124,FFFFFB9C,6907.28173
BOOL 2K 
BOOL 4K 
153,76,4873.74755,-1416,FFFFFA78,30096.93164
BOOL 2K 
BOOL 4K 
155,77,4937.87597,-1520,FFFFFA10,28922.56250
BOOL 2K 
BOOL 4K 
157,78,5002.00390,-1384,FFFFFA98,19814.50195
BOOL 2K 
BOOL 4K 
159,79,5066.13232,-1379,FFFFFA9D,31097.17773
BOOL 2K 
BOOL 4K 
161,80,5130.26074,-1572,FFFFF9DC,5029.06982
BOOL 2K 
BOOL 4K 
163,81,5194.38867,-1675,FFFFF975,10790.70410
BOOL 2K 
BOOL 4K 
165,82,5258.51708,-1608,FFFFF9B8,7373.53027
BOOL 2K 
BOOL 4K 
167,83,5322.64550,-1535,FFFFFA01,16829.17578
BOOL 2K 
BOOL 4K 
169,84,5386.77343,-1691,FFFFF965,7154.02441
BOOL 2K 
BOOL 4K 
171,85,5450.90185,-2090,FFFFF7D6,13513.03515
BOOL 2K 
BOOL 4K 
173,86,5515.03027,-2300,FFFFF704,9018.90625
BOOL 2K 
BOOL 4K 
175,87,5579.15820,-1982,FFFFF842,5898.41943
BOOL 2K 
BOOL 4K 
177,88,5643.28662,-1357,FFFFFAB3,15298.19433
BOOL 2K 
BOOL 4K 
179,89,5707.41503,-931,FFFFFC5D,5457.27685
BOOL 2K 
BOOL 4K 
181,90,5771.54296,-1027,FFFFFBFD,19015.97851
BOOL 2K 
BOOL 4K 
183,91,5835.67138,-1462,FFFFFA4A,4839.21435
BOOL 2K 
BOOL 4K 
185,92,5899.79980,-1703,FFFFF959,6949.84130
187,93,5963.92773,-1537,FFFFF9FF,3327.28564
BOOL 2K 
BOOL 4K 
BOOL 6K 
189,94,6028.05615,-1325,FFFFFAD3,21621.16796
191,95,6092.18457,-1487,FFFFFA31,2370.59545
BOOL 2K 
BOOL 4K 
BOOL 6K 
193,96,6156.31250,-1976,FFFFF848,17838.04492
BOOL 2K 
BOOL 4K 
BOOL 6K 
195,97,6220.44091,-2354,FFFFF6CE,11505.55371
BOOL 2K 
BOOL 4K 
BOOL 6K 
197,98,6284.56933,-2309,FFFFF6FB,18135.92968
BOOL 2K 
BOOL 4K 
BOOL 6K 
199,99,6348.69726,-1891,FFFFF89D,7998.24707
BOOL 2K 
BOOL 4K 
BOOL 6K 
201,100,6412.82568,-1295,FFFFFAF1,8711.22070
BOOL 2K 
BOOL 4K 
BOOL 6K 
203,101,6476.95410,-743,FFFFFD19,4815.39062
205,102,6541.08203,-562,FFFFFDCE,3796.14013
BOOL 2K 
BOOL 4K 
BOOL 6K 
207,103,6605.21044,-876,FFFFFC94,6896.10693
BOOL 2K 
BOOL 4K 
BOOL 6K 
209,104,6669.33886,-1436,FFFFFA64,6709.02734
BOOL 2K 
BOOL 4K 
BOOL 6K 
211,105,6733.46679,-1986,FFFFF83E,10025.45117
BOOL 2K 
BOOL 4K 
BOOL 6K 
213,106,6797.59521,-2329,FFFFF6E7,6764.61230
215,107,6861.72363,-2268,FFFFF724,4303.03417
BOOL 2K 
BOOL 4K 
BOOL 6K 
217,108,6925.85156,-1850,FFFFF8C6,5923.12597
BOOL 2K 
BOOL 4K 
BOOL 6K 
219,109,6989.97998,-1405,FFFFFA83,6605.45605
BOOL 2K 
BOOL 4K 
BOOL 6K 
221,110,7054.10839,-1310,FFFFFAE2,5773.32470
BOOL 2K 
BOOL 4K 
BOOL 6K 
223,111,7118.23632,-1616,FFFFF9B0,8527.67382
225,112,7182.36474,-2030,FFFFF812,3499.68481
BOOL 2K 
BOOL 4K 
BOOL 6K 
227,113,7246.49316,-2313,FFFFF6F7,4649.22363
229,114,7310.62109,-2361,FFFFF6C7,985.75329
BOOL 2K 
BOOL 4K 
BOOL 6K 
231,115,7374.74951,-2216,FFFFF758,5017.09082
233,116,7438.87792,-2105,FFFFF7C7,2886.28857
235,117,7503.00585,-2030,FFFFF812,2598.89135
237,118,7567.13427,-1737,FFFFF937,1260.04699
BOOL 2K 
BOOL 4K 
BOOL 6K 
239,119,7631.26269,-1234,FFFFFB2E,4565.02050
241,120,7695.39062,-756,FFFFFD0C,3321.54052
243,121,7759.51904,-445,FFFFFE43,3915.89013
245,122,7823.64746,-381,FFFFFE83,2403.04736
BOOL 2K 
BOOL 4K 
BOOL 6K 
247,123,7887.77539,-714,FFFFFD36,6842.43164
249,124,7951.90380,-1453,FFFFFA53,3217.88916
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
251,125,8016.03222,-2188,FFFFF774,5356.02246
253,126,8080.16015,-2465,FFFFF65F,1849.24914
255,127,8144.28857,-2331,FFFFF6E5,2821.19238
257,128,8208.41699,-2110,FFFFF7C2,3518.29589
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
259,129,8272.54492,-2057,FFFFF7F7,4841.26025
261,130,8336.67382,-2165,FFFFF78B,2486.46899
263,131,8400.80175,-2076,FFFFF7E4,2525.74145
265,132,8464.92968,-1561,FFFFF9E7,3159.94433
267,133,8529.05859,-840,FFFFFCB8,2895.24536
269,134,8593.18652,-339,FFFFFEAD,1729.13317
271,135,8657.31445,-414,FFFFFE62,1995.60595
273,136,8721.44335,-946,FFFFFC4E,2946.14965
275,137,8785.57128,-1380,FFFFFA9C,2367.76269
277,138,8849.69921,-1388,FFFFFA94,1152.84497
279,139,8913.82812,-1184,FFFFFB60,2875.03857
281,140,8977.95605,-1198,FFFFFB52,2936.48364
283,141,9042.08398,-1672,FFFFF978,1846.27380
285,142,9106.21289,-2526,FFFFF622,2102.34326
287,143,9170.34082,-2770,FFFFF52E,3003.13452
289,144,9234.46875,-1945,FFFFF867,2179.53247
291,145,9298.59765,-1299,FFFFFAED,1865.40600
293,146,9362.72558,-1098,FFFFFBB6,1932.02685
295,147,9426.85351,-1044,FFFFFBEC,1945.89025
297,148,9490.98242,-1052,FFFFFBE4,2189.33227
299,149,9555.11035,-1062,FFFFFBDA,2318.93896
301,150,9619.23828,-845,FFFFFCB3,2264.18530
303,151,9683.36718,-556,FFFFFDD4,1687.50183
305,152,9747.49511,-483,FFFFFE1D,2291.58276
307,153,9811.62304,-862,FFFFFCA2,852.68273
309,154,9875.75195,-1834,FFFFF8D6,3358.33154
311,155,9939.87988,-2866,FFFFF4CE,974.27038
313,156,10004.00781,-3336,FFFFF2F8,2305.31811
315,157,10068.13671,-3387,FFFFF2C5,2531.09936
317,158,10132.26464,-3266,FFFFF33E,1927.11877
319,159,10196.39257,-2906,FFFFF4A6,990.65844
321,160,10260.52148,-2293,FFFFF70B,2113.66796
323,161,10324.64941,-1448,FFFFFA58,1948.11718
325,162,10388.77734,-493,FFFFFE13,1442.97998
327,163,10452.90625,203,000000CB,2106.42504
329,164,10517.03417,319,0000013F,2621.32836
331,165,10581.16210,-138,FFFFFF76,1547.33715
333,166,10645.29101,-942,FFFFFC52,1539.76269
335,167,10709.41894,-1805,FFFFF8F3,1658.89733
337,168,10773.54687,-2488,FFFFF648,2575.78588
339,169,10837.67578,-2998,FFFFF44A,1125.77770
341,170,10901.80371,-3403,FFFFF2B5,1814.57299
343,171,10965.93164,-3463,FFFFF279,1480.76208
345,172,11030.06054,-2964,FFFFF46C,1414.76086
347,173,11094.18847,-2068,FFFFF7EC,1485.11779
349,174,11158.31640,-1083,FFFFFBC5,2273.84692
351,175,11222.44531,-299,FFFFFED5,1910.83850
353,176,11286.57324,19,00000013,1621.61181
355,177,11350.70117,-204,FFFFFF34,1692.43395
357,178,11414.83007,-717,FFFFFD33,1813.31713
359,179,11478.95800,-1127,FFFFFB99,1545.95495
361,180,11543.08593,-1330,FFFFFACE,1793.46447
363,181,11607.21484,-1593,FFFFF9C7,1871.86694
365,182,11671.34277,-2080,FFFFF7E0,1684.63562
367,183,11735.47070,-2572,FFFFF5F4,1559.83032
369,184,11799.59960,-2742,FFFFF54A,1681.95471
371,185,11863.72753,-2476,FFFFF654,1596.80432
373,186,11927.85546,-1977,FFFFF847,1469.01293
375,187,11991.98437,-1444,FFFFFA5C,1570.07067
377,188,12056.11230,-811,FFFFFCD5,1682.10046
379,189,12120.24023,-270,FFFFFEF2,1675.53649
381,190,12184.36914,-320,FFFFFEC0,1572.12951
383,191,12248.49707,-949,FFFFFC4B,1590.07263
385,192,12312.62500,-1660,FFFFF984,1911.40954
387,193,12376.75390,-2034,FFFFF80E,1510.79663
389,194,12440.88183,-1976,FFFFF848,1503.02185
391,195,12505.00976,-1867,FFFFF8B5,1635.91223
393,196,12569.13867,-2073,FFFFF7E7,1643.63146
395,197,12633.26660,-2336,FFFFF6E0,1388.01940
397,198,12697.39453,-2227,FFFFF74D,1440.53637
399,199,12761.52343,-1649,FFFFF98F,1635.17163
401,200,12825.65136,-797,FFFFFCE3,1493.65930
403,201,12889.77929,-169,FFFFFF57,1364.20788
405,202,12953.90820,-252,FFFFFF04,1553.61706
407,203,13018.03613,-1010,FFFFFC0E,1626.36840
409,204,13082.16406,-1935,FFFFF871,1423.86816
411,205,13146.29296,-2445,FFFFF673,1445.10339
413,206,13210.42089,-2391,FFFFF6A9,1618.80041
415,207,13274.54882,-2128,FFFFF7B0,1519.90234
417,208,13338.67773,-1939,FFFFF86D,1385.70666
419,209,13402.80566,-1855,FFFFF8C1,1530.66210
421,210,13466.93359,-1871,FFFFF8B1,1589.64538
423,211,13531.06250,-1803,FFFFF8F5,1416.03002
425,212,13595.19042,-1571,FFFFF9DD,1435.16406
427,213,13659.31835,-1432,FFFFFA68,1587.22497
429,214,13723.44726,-1456,FFFFFA50,1490.73535
431,215,13787.57519,-1488,FFFFFA30,1379.45153
433,216,13851.70312,-1445,FFFFFA5B,1509.74853
435,217,13915.83203,-1302,FFFFFAEA,1552.25671
437,218,13979.95996,-1228,FFFFFB34,1421.61804
439,219,14044.08789,-1430,FFFFFA6A,1442.86401
441,220,14108.21679,-1786,FFFFF906,1566.72912
443,221,14172.34472,-2039,FFFFF809,1479.76916
445,222,14236.47265,-2147,FFFFF79D,1394.55944
447,223,14300.60156,-2252,FFFFF734,1512.32080
449,224,14364.72949,-2422,FFFFF68A,1530.81433
451,225,14428.85742,-2502,FFFFF63A,1412.14746
453,226,14492.98632,-2231,FFFFF749,1443.73779
455,227,14557.11425,-1551,FFFFF9F1,1548.41320
457,228,14621.24218,-863,FFFFFCA1,1461.67749
459,229,14685.37109,-660,FFFFFD6C,1393.53210
461,230,14749.49902,-930,FFFFFC5E,1507.96655
463,231,14813.62695,-1257,FFFFFB17,1508.02697
465,232,14877.75585,-1370,FFFFFAA6,1402.22509
467,233,14941.88378,-1341,FFFFFAC3,1434.10083
469,234,15006.01171,-1390,FFFFFA92,1531.73144
471,235,15070.14062,-1706,FFFFF956,1444.18884
473,236,15134.26855,-2269,FFFFF723,1404.51867
475,237,15198.39648,-2706,FFFFF56E,1493.83386
477,238,15262.52539,-2624,FFFFF5C0,1488.44738
479,239,15326.65332,-2026,FFFFF816,1401.14965
481,240,15390.78125,-1246,FFFFFB22,1460.07092
483,241,15454.91015,-721,FFFFFD2F,1515.38671
485,242,15519.03808,-699,FFFFFD45,1433.76770
487,243,15583.16601,-923,FFFFFC65,1410.17919
489,244,15647.29492,-986,FFFFFC26,1496.72790
491,245,15711.42285,-1000,FFFFFC18,1475.84521
493,246,15775.55078,-1223,FFFFFB39,1388.09924
495,247,15839.67968,-1519,FFFFFA11,1469.24560
497,248,15903.80761,-1800,FFFFF8F8,1506.68737
499,249,15967.93554,-2113,FFFFF7BF,1424.36645
501,250,16032.06445,-2275,FFFFF71D,1424.36645
503,251,16096.19238,-2159,FFFFF791,1506.68737
505,252,16160.32031,-1888,FFFFF8A0,1469.24560
507,253,16224.44921,-1740,FFFFF934,1388.09924
509,254,16288.57714,-1951,FFFFF861,1475.84521
511,255,16352.70507,-2110,FFFFF7C2,1496.72790
513,256,16416.83398,-1554,FFFFF9EE,1410.17919
515,257,16480.96289,-699,FFFFFD45,1433.76770
517,258,16545.08984,-532,FFFFFDEC,1515.38671
519,259,16609.21875,-912,FFFFFC70,1460.07092
521,260,16673.34765,-1011,FFFFFC0D,1401.14965
523,261,16737.47460,-916,FFFFFC6C,1488.44738
525,262,16801.60351,-1310,FFFFFAE2,1493.83386
527,263,16865.73242,-2126,FFFFF7B2,1404.51867
529,264,16929.85937,-2619,FFFFF5C5,1444.18884
531,265,16993.98828,-2429,FFFFF683,1531.73144
533,266,17058.11718,-2027,FFFFF815,1434.10083
535,267,17122.24414,-2059,FFFFF7F5,1402.22509
537,268,17186.37304,-2450,FFFFF66E,1508.02697
539,269,17250.50195,-2507,FFFFF635,1507.96655
541,270,17314.62890,-1877,FFFFF8AB,1393.53210
543,271,17378.75781,-1016,FFFFFC08,1461.67749
545,272,17442.88671,-547,FFFFFDDD,1548.41320
547,273,17507.01367,-567,FFFFFDC9,1443.73779
549,274,17571.14257,-832,FFFFFCC0,1412.14746
551,275,17635.27148,-1064,FFFFFBD8,1530.81433
553,276,17699.39843,-1125,FFFFFB9B,1512.32080
555,277,17763.52734,-1371,FFFFFAA5,1394.55944
557,278,17827.65625,-2030,FFFFF812,1479.76916
559,279,17891.78320,-2573,FFFFF5F3,1566.72912
561,280,17955.91210,-2678,FFFFF58A,1442.86401
563,281,18020.04101,-2747,FFFFF545,1421.61804
565,282,18084.16796,-2975,FFFFF461,1552.25671
567,283,18148.29687,-2947,FFFFF47D,1509.74853
569,284,18212.42578,-2238,FFFFF742,1379.45153
571,285,18276.55273,-1042,FFFFFBEE,1490.73535
573,286,18340.68164,-109,FFFFFF93,1587.22497
575,287,18404.81054,-34,FFFFFFDE,1435.16406
577,288,18468.93750,-628,FFFFFD8C,1416.03002
579,289,18533.06640,-1212,FFFFFB44,1589.64538
581,290,18597.19531,-1535,FFFFFA01,1530.66210
583,291,18661.32226,-1790,FFFFF902,1385.70666
585,292,18725.45117,-2045,FFFFF803,1519.90234
587,293,18789.58007,-2360,FFFFF6C8,1618.80041
589,294,18853.70703,-2764,FFFFF534,1445.10339
591,295,18917.83593,-2826,FFFFF4F6,1423.86816
593,296,18981.96484,-2130,FFFFF7AE,1626.36840
595,297,19046.09179,-1051,FFFFFBE5,1553.61706
597,298,19110.22070,-374,FFFFFE8A,1364.20788
599,299,19174.34960,-455,FFFFFE39,1493.65930
601,300,19238.47656,-1029,FFFFFBFB,1635.17163
603,301,19302.60546,-1541,FFFFF9FB,1440.53637
605,302,19366.73437,-1769,FFFFF917,1388.01940
607,303,19430.86132,-1928,FFFFF878,1643.63146
609,304,19494.99023,-1991,FFFFF839,1635.91223
611,305,19559.11914,-1786,FFFFF906,1503.02185
613,306,19623.24609,-1527,FFFFFA09,1510.79663
615,307,19687.37500,-1450,FFFFFA56,1911.40954
617,308,19751.50390,-1493,FFFFFA2B,1590.07263
619,309,19815.63085,-1481,FFFFFA37,1572.12951
621,310,19879.75976,-1338,FFFFFAC6,1675.53649
623,311,19943.88867,-1209,FFFFFB47,1682.10046
625,312,20008.01562,-1190,FFFFFB5A,1570.07067
627,313,20072.14453,-1259,FFFFFB15,1469.01293
629,314,20136.27343,-1473,FFFFFA3F,1596.80432
631,315,20200.40039,-1737,FFFFF937,1681.95471
633,316,20264.52929,-1840,FFFFF8D0,1559.83032
635,317,20328.65820,-1781,FFFFF90B,1684.63562
637,318,20392.78515,-1716,FFFFF94C,1871.86694
639,319,20456.91406,-1856,FFFFF8C0,1793.46447
641,320,20521.04296,-2220,FFFFF754,1545.95495
643,321,20585.16992,-2400,FFFFF6A0,1813.31713
645,322,20649.29882,-2041,FFFFF807,1692.43395
647,323,20713.42773,-1305,FFFFFAE7,1621.61181
649,324,20777.55468,-588,FFFFFDB4,1910.83850
651,325,20841.68359,-236,FFFFFF14,2273.84692
653,326,20905.81250,-491,FFFFFE15,1485.11779
655,327,20969.93945,-1127,FFFFFB99,1414.76086
657,328,21034.06835,-1654,FFFFF98A,1480.76208
659,329,21098.19726,-2083,FFFFF7DD,1814.57299
661,330,21162.32421,-2604,FFFFF5D4,1125.77770
663,331,21226.45312,-2990,FFFFF452,2575.78588
665,332,21290.58203,-2955,FFFFF475,1658.89733
667,333,21354.70898,-2478,FFFFF652,1539.76269
669,334,21418.83789,-1841,FFFFF8CF,1547.33715
671,335,21482.96679,-1365,FFFFFAAB,2621.32836
673,336,21547.09375,-1008,FFFFFC10,2106.42504
675,337,21611.22265,-604,FFFFFDA4,1442.97998
677,338,21675.35156,-338,FFFFFEAE,1948.11718
679,339,21739.47851,-593,FFFFFDAF,2113.66796
681,340,21803.60742,-1368,FFFFFAA8,990.65844
683,341,21867.73632,-2136,FFFFF7A8,1927.11877
685,342,21931.86328,-2464,FFFFF660,2531.09936
687,343,21995.99218,-2441,FFFFF677,2305.31811
689,344,22060.12109,-2315,FFFFF6F5,974.27038
691,345,22124.24804,-2108,FFFFF7C4,3358.33154
693,346,22188.37695,-1832,FFFFF8D8,852.68273
695,347,22252.50585,-1631,FFFFF9A1,2291.58276
697,348,22316.63281,-1505,FFFFFA1F,1687.50183
699,349,22380.76171,-1352,FFFFFAB8,2264.18530
701,350,22444.89062,-1276,FFFFFB04,2318.93896
703,351,22509.01757,-1405,FFFFFA83,2189.33227
705,352,22573.14648,-1605,FFFFF9BB,1945.89025
707,353,22637.27539,-1638,FFFFF99A,1932.02685
709,354,22701.40234,-1424,FFFFFA70,1865.40600
711,355,22765.53125,-1099,FFFFFBB5,2179.53247
713,356,22829.66015,-982,FFFFFC2A,3003.13452
715,357,22893.78710,-1291,FFFFFAF5,2102.34326
717,358,22957.91601,-1790,FFFFF902,1846.27380
719,359,23022.04492,-2132,FFFFF7AC,2936.48364
721,360,23086.17187,-2215,FFFFF759,2875.03857
723,361,23150.30078,-2050,FFFFF7FE,1152.84497
725,362,23214.42968,-1811,FFFFF8ED,2367.76269
727,363,23278.55664,-1660,FFFFF984,2946.14965
729,364,23342.68554,-1420,FFFFFA74,1995.60595
731,365,23406.81445,-985,FFFFFC27,1729.13317
733,366,23470.94140,-572,FFFFFDC4,2895.24536
735,367,23535.07031,-467,FFFFFE2D,3159.94433
737,368,23599.19921,-846,FFFFFCB2,2525.74145
739,369,23663.32617,-1555,FFFFF9ED,2486.46899
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
BOOL 10K 
BOOL 12K 
BOOL 14K 
BOOL 16K 
BOOL 18K 
BOOL 20K 
BOOL 22K 
741,370,23727.45507,-2260,FFFFF72C,4841.26025
743,371,23791.58398,-2865,FFFFF4CF,3518.29589
745,372,23855.71093,-3389,FFFFF2C3,2821.19238
747,373,23919.83984,-3607,FFFFF1E9,1849.24914
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
BOOL 10K 
BOOL 12K 
BOOL 14K 
BOOL 16K 
BOOL 18K 
BOOL 20K 
BOOL 22K 
749,374,23983.96875,-3093,FFFFF3EB,5356.02246
751,375,24048.09570,-1788,FFFFF904,3217.88916
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
BOOL 10K 
BOOL 12K 
BOOL 14K 
BOOL 16K 
BOOL 18K 
BOOL 20K 
BOOL 22K 
BOOL 24K 
753,376,24112.22460,-331,FFFFFEB5,6842.43164
755,377,24176.35351,532,00000214,2403.04736
757,378,24240.48046,659,00000293,3915.89013
759,379,24304.60937,326,00000146,3321.54052
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
BOOL 10K 
BOOL 12K 
BOOL 14K 
BOOL 16K 
BOOL 18K 
BOOL 20K 
BOOL 22K 
BOOL 24K 
761,380,24368.73828,-301,FFFFFED3,4565.02050
763,381,24432.86523,-1132,FFFFFB94,1260.04699
765,382,24496.99414,-2020,FFFFF81C,2598.89135
767,383,24561.12304,-2879,FFFFF4C1,2886.28857
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
BOOL 10K 
BOOL 12K 
BOOL 14K 
BOOL 16K 
BOOL 18K 
BOOL 20K 
BOOL 22K 
BOOL 24K 
769,384,24625.25000,-3640,FFFFF1C8,5017.09082
771,385,24689.37890,-4079,FFFFF011,985.75329
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
BOOL 10K 
BOOL 12K 
BOOL 14K 
BOOL 16K 
BOOL 18K 
BOOL 20K 
BOOL 22K 
BOOL 24K 
773,386,24753.50781,-3832,FFFFF108,4649.22363
775,387,24817.63476,-2810,FFFFF506,3499.68481
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
BOOL 10K 
BOOL 12K 
BOOL 14K 
BOOL 16K 
BOOL 18K 
BOOL 20K 
BOOL 22K 
BOOL 24K 
777,388,24881.76367,-1500,FFFFFA24,8527.67382
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
BOOL 10K 
BOOL 12K 
BOOL 14K 
BOOL 16K 
BOOL 18K 
BOOL 20K 
BOOL 22K 
BOOL 24K 
779,389,24945.89257,-395,FFFFFE75,5773.32470
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
BOOL 10K 
BOOL 12K 
BOOL 14K 
BOOL 16K 
BOOL 18K 
BOOL 20K 
BOOL 22K 
BOOL 24K 
781,390,25010.01953,368,00000170,6605.45605
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
BOOL 10K 
BOOL 12K 
BOOL 14K 
BOOL 16K 
BOOL 18K 
BOOL 20K 
BOOL 22K 
BOOL 24K 
783,391,25074.14843,620,0000026C,5923.12597
785,392,25138.27734,262,00000106,4303.03417
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
BOOL 10K 
BOOL 12K 
BOOL 14K 
BOOL 16K 
BOOL 18K 
BOOL 20K 
BOOL 22K 
BOOL 24K 
787,393,25202.40429,-433,FFFFFE4F,6764.61230
BOOL 2K 
BOOL 4K 
BOOL 6K 
BOOL 8K 
BOOL 10K 
BOOL 12K 
