
AMiRo LightRing 1.0
Bootloader 1.1.1
ChibiOS 2.6.8
Board ID: 36

starting robot 
before init 
starting robot 
before init 
init 
start I2S -> sleep 1s 

ChibiOS/RT Shell
ch> before start DMA 
before stop DMA 
stop DMA -> sleep 1s 
before stop I2S 
stop I2S -> 1s 
Cycle 0
i, k, frequency, d1, d1, i2s_fft_buf[k]
431,215,6886.88671,-1514,FFFFFA16,1493.96960
433,216,6918.91894,-1513,FFFFFA17,1515.85717
435,217,6950.95117,-1513,FFFFFA17,1499.55346
437,218,6982.98291,-1513,FFFFFA17,1508.72668
439,219,7015.01513,-1513,FFFFFA17,1513.07861
441,220,7047.04687,-1513,FFFFFA17,1531.72912
443,221,7079.07910,-1513,FFFFFA17,1535.07678
445,222,7111.11132,-1513,FFFFFA17,1502.59545
447,223,7143.14306,-1514,FFFFFA16,1542.21643
449,224,7175.17529,-1514,FFFFFA16,1531.43884
451,225,7207.20703,-1514,FFFFFA16,1510.95861
453,226,7239.23925,-1515,FFFFFA15,1544.97119
455,227,7271.27148,-1514,FFFFFA16,1529.50646
457,228,7303.30322,-1514,FFFFFA16,1539.68273
459,229,7335.33544,-1515,FFFFFA15,1524.79553
461,230,7367.36718,-1514,FFFFFA16,1513.32727
463,231,7399.39941,-1513,FFFFFA17,1489.23669
465,232,7431.43164,-1514,FFFFFA16,1550.41845
467,233,7463.46337,-1513,FFFFFA17,1520.39916
469,234,7495.49560,-1513,FFFFFA17,1532.82873
471,235,7527.52734,-1513,FFFFFA17,1542.18286
473,236,7559.55957,-1513,FFFFFA17,1522.75341
475,237,7591.59179,-1513,FFFFFA17,1522.18493
477,238,7623.62353,-1514,FFFFFA16,1534.07739
479,239,7655.65576,-1514,FFFFFA16,1570.62756
481,240,7687.68750,-1515,FFFFFA15,1522.89916
483,241,7719.71972,-1515,FFFFFA15,1572.67980
485,242,7751.75195,-1514,FFFFFA16,1513.38403
487,243,7783.78369,-1514,FFFFFA16,1531.85302
489,244,7815.81591,-1514,FFFFFA16,1537.87158
491,245,7847.84765,-1514,FFFFFA16,1528.23669
493,246,7879.87988,-1514,FFFFFA16,1551.53869
495,247,7911.91210,-1514,FFFFFA16,1492.22180
497,248,7943.94384,-1514,FFFFFA16,1543.29174
499,249,7975.97607,-1516,FFFFFA14,1494.04321
501,250,8008.00781,-1516,FFFFFA14,1512.99072
503,251,8040.04003,-1514,FFFFFA16,1504.34899
505,252,8072.07226,-1515,FFFFFA15,1544.52136
507,253,8104.10400,-1515,FFFFFA15,1540.14978
509,254,8136.13623,-1516,FFFFFA14,1575.41687
511,255,8168.16796,-1516,FFFFFA14,1527.33325
513,256,8200.20019,-1515,FFFFFA15,1530.23840
515,257,8232.23242,-1515,FFFFFA15,1528.44946
517,258,8264.26464,-1515,FFFFFA15,1524.74926
519,259,8296.29589,-1515,FFFFFA15,1517.96459
521,260,8328.32812,-1516,FFFFFA14,1551.89367
523,261,8360.36035,-1517,FFFFFA13,1548.87683
525,262,8392.39257,-1516,FFFFFA14,1542.95300
527,263,8424.42480,-1516,FFFFFA14,1548.96984
529,264,8456.45605,-1515,FFFFFA15,1531.99731
531,265,8488.48828,-1514,FFFFFA16,1535.83947
533,266,8520.52050,-1515,FFFFFA15,1520.10607
535,267,8552.55273,-1515,FFFFFA15,1545.86682
537,268,8584.58496,-1515,FFFFFA15,1557.38781
539,269,8616.61621,-1515,FFFFFA15,1524.89062
541,270,8648.64843,-1516,FFFFFA14,1523.55383
543,271,8680.68066,-1517,FFFFFA13,1518.27722
545,272,8712.71289,-1517,FFFFFA13,1516.14941
547,273,8744.74511,-1518,FFFFFA12,1523.10949
549,274,8776.77636,-1517,FFFFFA13,1525.12036
551,275,8808.80859,-1517,FFFFFA13,1524.81616
553,276,8840.84082,-1517,FFFFFA13,1537.00781
555,277,8872.87304,-1517,FFFFFA13,1534.64440
557,278,8904.90527,-1515,FFFFFA15,1542.86279
559,279,8936.93652,-1515,FFFFFA15,1524.64758
561,280,8968.96875,-1516,FFFFFA14,1518.77587
563,281,9001.00097,-1517,FFFFFA13,1539.46533
565,282,9033.03320,-1516,FFFFFA14,1558.03723
567,283,9065.06542,-1516,FFFFFA14,1529.85217
569,284,9097.09667,-1516,FFFFFA14,1546.22546
571,285,9129.12890,-1515,FFFFFA15,1520.47058
573,286,9161.16113,-1515,FFFFFA15,1525.86828
575,287,9193.19335,-1516,FFFFFA14,1537.73364
577,288,9225.22558,-1516,FFFFFA14,1565.64599
579,289,9257.25683,-1516,FFFFFA14,1528.38415
581,290,9289.28906,-1516,FFFFFA14,1570.20532
583,291,9321.32128,-1516,FFFFFA14,1510.66809
585,292,9353.35351,-1516,FFFFFA14,1541.49487
587,293,9385.38574,-1515,FFFFFA15,1511.66833
589,294,9417.41699,-1516,FFFFFA14,1494.01965
591,295,9449.44921,-1515,FFFFFA15,1525.71008
593,296,9481.48144,-1515,FFFFFA15,1534.38000
595,297,9513.51367,-1515,FFFFFA15,1559.12060
597,298,9545.54589,-1515,FFFFFA15,1525.14270
599,299,9577.57714,-1515,FFFFFA15,1528.98278
601,300,9609.60937,-1515,FFFFFA15,1509.74230
603,301,9641.64160,-1515,FFFFFA15,1525.74377
605,302,9673.67382,-1516,FFFFFA14,1539.07019
607,303,9705.70605,-1516,FFFFFA14,1538.88037
609,304,9737.73730,-1516,FFFFFA14,1536.06396
611,305,9769.76953,-1516,FFFFFA14,1532.64123
613,306,9801.80175,-1517,FFFFFA13,1519.10510
615,307,9833.83398,-1515,FFFFFA15,1516.58728
617,308,9865.86621,-1515,FFFFFA15,1517.42272
619,309,9897.89746,-1517,FFFFFA13,1524.48083
621,310,9929.92968,-1516,FFFFFA14,1548.03186
623,311,9961.96191,-1515,FFFFFA15,1538.51879
625,312,9993.99414,-1515,FFFFFA15,1519.94665
627,313,10026.02636,-1514,FFFFFA16,1519.17175
629,314,10058.05761,-1515,FFFFFA15,1523.12902
631,315,10090.08984,-1515,FFFFFA15,1512.55346
633,316,10122.12207,-1515,FFFFFA15,1530.35131
635,317,10154.15429,-1516,FFFFFA14,1532.11145
637,318,10186.18652,-1516,FFFFFA14,1530.93408
639,319,10218.21777,-1515,FFFFFA15,1542.31152
641,320,10250.25000,-1514,FFFFFA16,1509.90063
643,321,10282.28222,-1514,FFFFFA16,1526.77783
645,322,10314.31445,-1515,FFFFFA15,1506.79479
647,323,10346.34667,-1515,FFFFFA15,1550.10925
649,324,10378.37792,-1515,FFFFFA15,1541.22314
651,325,10410.41015,-1516,FFFFFA14,1544.76489
653,326,10442.44238,-1516,FFFFFA14,1525.52758
655,327,10474.47460,-1516,FFFFFA14,1513.70727
657,328,10506.50683,-1516,FFFFFA14,1486.04577
659,329,10538.53808,-1516,FFFFFA14,1521.82238
661,330,10570.57031,-1515,FFFFFA15,1544.32153
663,331,10602.60253,-1515,FFFFFA15,1531.64892
665,332,10634.63476,-1516,FFFFFA14,1545.54687
667,333,10666.66699,-1515,FFFFFA15,1516.50219
669,334,10698.69824,-1516,FFFFFA14,1513.63415
671,335,10730.73046,-1516,FFFFFA14,1521.18334
673,336,10762.76269,-1515,FFFFFA15,1525.51098
675,337,10794.79492,-1515,FFFFFA15,1543.93139
677,338,10826.82714,-1516,FFFFFA14,1532.00134
679,339,10858.85839,-1516,FFFFFA14,1536.07177
681,340,10890.89062,-1516,FFFFFA14,1525.89880
683,341,10922.92285,-1516,FFFFFA14,1532.09777
685,342,10954.95507,-1517,FFFFFA13,1505.50268
687,343,10986.98730,-1517,FFFFFA13,1513.69812
689,344,11019.01855,-1517,FFFFFA13,1540.12951
691,345,11051.05078,-1517,FFFFFA13,1529.80932
693,346,11083.08300,-1516,FFFFFA14,1542.18383
695,347,11115.11523,-1516,FFFFFA14,1498.52990
697,348,11147.14746,-1517,FFFFFA13,1528.93286
699,349,11179.17871,-1516,FFFFFA14,1522.69677
701,350,11211.21093,-1515,FFFFFA15,1506.08605
703,351,11243.24316,-1516,FFFFFA14,1494.36108
705,352,11275.27539,-1517,FFFFFA13,1527.36157
707,353,11307.30761,-1516,FFFFFA14,1552.10205
709,354,11339.33886,-1516,FFFFFA14,1528.56530
711,355,11371.37109,-1516,FFFFFA14,1504.20520
713,356,11403.40332,-1516,FFFFFA14,1511.91992
715,357,11435.43554,-1517,FFFFFA13,1506.95593
717,358,11467.46777,-1518,FFFFFA12,1526.34582
719,359,11499.49902,-1518,FFFFFA12,1519.35803
721,360,11531.53125,-1518,FFFFFA12,1542.93981
723,361,11563.56347,-1518,FFFFFA12,1532.73571
725,362,11595.59570,-1517,FFFFFA13,1498.27917
727,363,11627.62792,-1517,FFFFFA13,1518.46020
