
AMiRo LightRing 1.0
Bootloader 1.1.1
ChibiOS 2.6.8
Board ID: 36

starting robot 
before init 
starting robot 
before init 
init 
start I2S -> sleep 1s 

ChibiOS/RT Shell
ch> before start DMA 
before stop DMA 
stop DMA -> sleep 1s 
before stop I2S 
stop I2S -> 1s 
Cycle 0
i, k, frequency, d1, d1, i2s_fft_buf[k]
731,365,11691.69140,-1068,FFFFFBD4,1039.28906
733,366,11723.72363,-1070,FFFFFBD2,1035.73950
735,367,11755.75585,-1073,FFFFFBCF,1021.80731
737,368,11787.78808,-1075,FFFFFBCD,1013.68768
739,369,11819.81933,-1076,FFFFFBCC,987.46868
741,370,11851.85156,-1077,FFFFFBCB,980.16375
743,371,11883.88378,-1078,FFFFFBCA,972.79675
745,372,11915.91601,-1079,FFFFFBC9,997.62896
747,373,11947.94824,-1080,FFFFFBC8,984.40924
749,374,11979.97949,-1078,FFFFFBCA,1002.00329
751,375,12012.01171,-1078,FFFFFBCA,995.50830
753,376,12044.04394,-1077,FFFFFBCB,1013.28509
755,377,12076.07617,-1073,FFFFFBCF,1016.61047
757,378,12108.10839,-1069,FFFFFBD3,1020.57525
759,379,12140.14062,-1065,FFFFFBD7,1030.46203
761,380,12172.17187,-1060,FFFFFBDC,1024.37768
763,381,12204.20410,-1055,FFFFFBE1,1031.28759
765,382,12236.23632,-1050,FFFFFBE6,1013.87396
767,383,12268.26855,-1045,FFFFFBEB,1003.09344
769,384,12300.30078,-1039,FFFFFBF1,1000.95324
771,385,12332.33203,-1032,FFFFFBF8,991.01519
773,386,12364.36425,-1025,FFFFFBFF,988.03680
775,387,12396.39648,-1018,FFFFFC06,981.71148
777,388,12428.42871,-1011,FFFFFC0D,996.54107
779,389,12460.46093,-1006,FFFFFC12,1003.32580
781,390,12492.49218,-1002,FFFFFC16,988.37304
783,391,12524.52441,-998,FFFFFC1A,1013.55987
785,392,12556.55664,-992,FFFFFC20,1023.78070
787,393,12588.58886,-988,FFFFFC24,1025.91650
789,394,12620.62109,-985,FFFFFC27,1022.20947
791,395,12652.65234,-980,FFFFFC2C,1024.66308
793,396,12684.68457,-974,FFFFFC32,1014.91033
795,397,12716.71679,-968,FFFFFC38,1003.89691
797,398,12748.74902,-962,FFFFFC3E,1002.35382
799,399,12780.78125,-957,FFFFFC43,1002.27270
801,400,12812.81250,-954,FFFFFC46,980.96728
803,401,12844.84472,-951,FFFFFC49,986.76806
805,402,12876.87695,-948,FFFFFC4C,987.85858
