688,1377,-110247936,F96DC000
689,1379,-114671616,F92A4000
690,1381,-117997568,F8F78000
691,1383,-120176640,F8D64000
692,1385,-122535936,F8B24000
693,1387,-126009344,F87D4000
694,1389,-129286144,F84B4000
695,1391,-131252224,F82D4000
696,1393,-132694016,F8174000
697,1395,-134742016,F7F80000
698,1397,-137461760,F7CE8000
699,1399,-139657216,F7AD0000
700,1401,-140574720,F79F0000
701,1403,-140296192,F7A34000
702,1405,-139051008,F7B64000
703,1407,-137396224,F7CF8000
704,1409,-135659520,F7EA0000
705,1411,-133103616,F8110000
706,1413,-129679360,F8454000
707,1415,-125698048,F8820000
708,1417,-121356288,F8C44000
709,1419,-117424128,F9004000
710,1421,-114114560,F932C000
711,1423,-112934912,F944C000
712,1425,-109117440,F97F0000
713,1427,-104873984,F9BFC000
714,1429,-100630528,FA008000
715,1431,-97058816,FA370000
716,1433,-94158848,FA634000
717,1435,-91848704,FA868000
718,1437,-90324992,FA9DC000
719,1439,-89571328,FAA94000
720,1441,-90030080,FAA24000
721,1443,-92504064,FA7C8000
722,1445,-95649792,FA4C8000
723,1447,-98418688,FA224000
724,1449,-101810176,F9EE8000
725,1451,-106332160,F9A98000
726,1453,-111263744,F95E4000
727,1455,-115507200,F91D8000
728,1457,-118571008,F8EEC000
729,1459,-120815616,F8CC8000
730,1461,-123240448,F8A78000
731,1463,-126435328,F876C000
732,1465,-129515520,F847C000
733,1467,-131399680,F82B0000
734,1469,-132939776,F8138000
735,1471,-135348224,F7EEC000
736,1473,-135938048,F7E5C000
737,1475,-138641408,F7BC8000
738,1477,-140148736,F7A58000
739,1479,-140230656,F7A44000
740,1481,-139378688,F7B14000
741,1483,-138051584,F7C58000
742,1485,-136658944,F7DAC000
743,1487,-134889472,F7F5C000
744,1489,-131842048,F8244000
745,1491,-127877120,F860C000
746,1493,-123502592,F8A38000
747,1495,-119291904,F8E3C000
748,1497,-115933184,F9170000
749,1499,-112623616,F9498000
750,1501,-108544000,F987C000
751,1503,-104153088,F9CAC000
752,1505,-99975168,FA0A8000
753,1507,-96436224,FA408000
754,1509,-93634560,FA6B4000
755,1511,-91504640,FA8BC000
756,1513,-90161152,FAA04000
757,1515,-89473024,FAAAC000
758,1517,-90308608,FA9E0000
759,1519,-93028352,FA748000
760,1521,-96043008,FA468000
761,1523,-97484800,FA308000
762,1525,-100548608,FA01C000
763,1527,-104628224,F9C38000
764,1529,-109314048,F97C0000
765,1531,-113868800,F9368000
766,1533,-117653504,F8FCC000
767,1535,-120160256,F8D68000
768,1537,-122322944,F8B58000
769,1539,-125272064,F8888000
770,1541,-128466944,F857C000
771,1543,-130613248,F8370000
772,1545,-132055040,F8210000
773,1547,-134234112,F7FFC000
774,1549,-136986624,F7D5C000
775,1551,-139149312,F7B4C000
